Country	Station Name	Period	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec
AUSTRIA	Salzburg	1961-1990	63.0	59.0	66.0	83.0	129.0	154.0	160.0	153.0	90.0	67.0	74.0	71.0
AUSTRIA	Klagenfurt	1961-1990	36.0	38.0	54.0	65.0	87.0	109.0	116.0	101.0	90.0	71.0	86.0	48.0
AUSTRIA	Graz-Thalerhof	1961-1990	31.0	36.0	49.0	52.0	84.0	119.0	126.0	115.0	76.0	58.0	59.0	33.0
AUSTRIA	Innsbruck-Uni	1961-1990	46.0	38.0	46.0	59.0	88.0	105.0	128.0	120.0	76.0	52.0	57.0	49.0
AZERBAIJAN	Ganca	1971-1990	10	17	32	30	42	46	23	18	16	32	14	18
AZERBAIJAN	Zagatala	1971-1990	35	52	67	78	115	129	64	75	65	106	72	33
AZERBAIJAN	Saki	1971-1990	34	50	62	83	102	85	61	57	57	99	55	28
AZERBAIJAN	Xacmaz	1971-1990	24	23	25	36	28	13	12	16	26	41	31	27
AZERBAIJAN	Quba	1971-1990	31	33	40	50	55	31	32	35	62	68	49	39
AZERBAIJAN		1971-1990	10	17	32	30	42	46	23	18	16	32	14	18
AZERBAIJAN	Qabala	1971-1990	43	50	72	73	101	97	53	55	51	102	57	41
AZERBAIJAN	Yevlax	1971-1990	16	20	22	34	47	45	22	22	17	49	25	20
AZERBAIJAN	Goycay	1971-1990	29	34	41	44	66	36	20	30	28	56	37	28
AZERBAIJAN	Samaxi	1971-1990	42	45	73	69	74	54	21	19	36	73	49	40
AZERBAIJAN	Baki	1971-1990	21	20	21	18	18	8	2	6	15	25	30	26
AZERBAIJAN	Mastagi	1971-1990	23	22	25	17	16	5	2	7	17	27	36	27
AZERBAIJAN	Agdam	1971-1990	15	24	32	48	73	64	33	27	30	50	32	19
AZERBAIJAN	Xankandi	1971-1990	19	25	42	49	102	79	41	27	34	39	35	13
AZERBAIJAN	Salyan	1971-1990	24	57	28	24	28	17	4	6	11	36	38	27
AZERBAIJAN	Naxcivan	1971-1990	19	18	29	38	36	30	17	8	11	26	20	15
AZERBAIJAN	Yardmili	1971-1990	43	40	49	42	58	36	18	47	63	97	72	41
AZERBAIJAN	Lankaran	1971-1990	91	114	90	50	54	22	17	50	143	259	168	88
AZERBAIJAN	Astara	1971-1990	85	89	99	54	56	35	34	64	190	288	167	103
BAHAMAS	NASSAU	1961-1990	47.2	40.3	39.8	53.8	116.3	232.9	157.7	215.9	171.4	175.5	56.6	51.8
BAHRAIN	BAHRAIN INTERNATIONAL AIRPORT	1961-1990	14.6	16.0	13.9	10.0	1.1	0.0	0.0	0.0	0.0	0.5	3.8	10.9
BELARUS	VITEBSK	1961-1990	38.0	30.0	39.0	39.0	52.0	79.0	92.0	73.0	65.0	48.0	56.0	52.0
BELARUS	GRODNO	1961-1990	36.0	28.0	34.0	39.0	57.0	65.0	77.0	61.0	50.0	42.0	48.0	44.0
BELARUS	MINSK	1961-1990	40.0	34.0	42.0	42.0	62.0	83.0	88.0	72.0	60.0	49.0	52.0	53.0
BELARUS	MOGILEV	1961-1990	35.0	28.0	36.0	40.0	55.0	81.0	85.0	66.0	54.0	45.0	48.0	44.0
BELARUS	BREST	1961-1990	37.0	33.0	31.0	39.0	59.0	72.0	80.0	76.0	51.0	42.0	47.0	44.0
BELARUS	GOMEL	1961-1990	36.0	28.0	32.0	39.0	48.0	84.0	82.0	59.0	48.0	43.0	45.0	44.0
BELGIUM	D'UCCLE	1961-1990	66.9	53.7	73.3	57.2	70.3	78.2	75.0	62.7	58.7	70.8	78.3	76.1
BELIZE	BELMOPAN	1961-1990	132.3	83.5	48.7	45.2	89.3	385.1	300.9		291.6	214.1	184.9	
BELIZE	CENT FARM CAYO	1961-1990	121.4	91.9	49.1	51.2	69.3	232.2	205.8	156.1	179.9	202.3	209.1	152.0
BELIZE	MIDDLESEX STANN CREEK	1961-1990	148.5	98.5	72.6	59.6	143.9	459.4	389.7	328.0	379.0	280.9	218.1	238.7
BELIZE	PUNTA GORDA	1961-1990	165.1	108.2	85.1	66.6	159.1	617.0	738.5	692.8	506.4	300.6	218.3	182.4
BELIZE	SANTA CRUZ	1961-1990	40.4	36.6	24.8	41.3	74.3	258.9	187.9	142.1	250.3	195.0	54.2	87.8
BELIZE	BELIZE	1961-1990	140.2	72.6	59.2	51.7	105.6	257.6	243.5	186.9	278.0	255.1	182.8	175.6
BENIN	KANDI	1961-1990	0.2	2.9	8.2	40.5	107.0	152.7	196.9	271.9	190.9	34.1	0.5	0.6
BENIN	NATITINGOU	1961-1990	0.9	2.2	26.7	89.3	108.2	139.9	225.5	263.6	254.7	107.1	9.0	3.7
BENIN	PARAKOU	1961-1990	3.8	9.2	39.4	85.5	130.8	172.0	189.9	208.8	205.6	91.1	6.3	6.6
BENIN	SAVE	1961-1990	5.5	16.5	68.1	111.9	127.5	162.4	175.7	148.4	158.8	110.1	13.9	4.8
BENIN	BOHICON	1961-1990	3.6	28.3	74.9	127.3	153.2	175.0	142.2	112.4	140.0	118.8	22.3	14.4
BENIN	COTONOU	1961-1990	9.2	36.8	73.8	137.0	196.9	356.0	147.0	64.9	99.0	126.7	41.4	19.6
BOSNIA AND HERZEGOVINA	SARAJEVO	1961-1990	71.4	67.0	70.3	73.6	81.7	91.0	80.2	70.7	70.3	77.3	94.2	84.7
BRAZIL	Tirios	1961-1990	111.2	116.3	168.1	226.7	348.5	231.1	189.4	105.8	76.9	38.4	43.8	75.9
BRAZIL	Macapa	1961-1990	299.6	347.0	407.2	384.3	351.5	220.1	184.8	98.0	42.6	35.5	58.4	142.5
BRAZIL	Barcelos	1961-1990	246.3	387.2	506.7	496.2	345.1	205.2	162.4	99.6	28.1	22.9	14.1	128.8
BRAZIL	SOURE	1961-1990	417.6	554.3	614.8	565.6	376.6	182.9	159.5	93.9	38.5	16.7	37.7	157.8
BRAZIL	Tracuateua	1961-1990	239.3	407.8	467.8	453.6	328.1	223.5	173.1	101.2	28.6	19.2	11.7	90.9
BRAZIL	Obidos	1961-1990	238.2	272.3	305.6	289.7	288.3	107.0	70.2	36.0	49.5	71.4	78.4	179.4
BRAZIL	Monte Alegre	1961-1990	143.9	224.6	268.9	295.0	271.8	154.3	91.4	50.6	28.0	28.0	29.6	91.7
BRAZIL	Porto de Moz	1961-1990	230.1	267.8	349.0	366.6	335.1	247.1	177.3	87.6	77.6	52.8	79.7	108.7
BRAZIL	Breves	1961-1990	307.4	294.5	319.3	311.4	237.9	188.5	133.9	75.8	78.4	89.6	81.3	181.0
BRAZIL	Belem	1961-1990	366.5	417.5	436.2	360.0	304.4	140.2	152.1	131.1	140.8	116.1	111.8	216.4
BRAZIL	Turiacu	1961-1990	201.1	367.1	426.6	387.6	262.7	215.0	153.1	56.8	19.3	19.1	15.7	71.1
BRAZIL	Parintins	1961-1990	205.8	318.3	311.3	296.4	250.0	188.6	139.4	77.1	64.8	79.6	96.0	195.9
BRAZIL	Belterra	1961-1990	183.5	258.3	302.8	283.4	264.5	125.7	93.5	52.4	41.8	47.6	77.3	180.4
BRAZIL	Sao Luis	1961-1990	255.6	381.9	422.1	472.6	319.8	170.5	137.6	32.0	20.0	10.7	10.5	91.8
BRAZIL	Parnaiba	1961-1990	137.8	276.8	357.5	336.0	226.3	54.0	21.2	4.7	2.2	3.1	8.4	45.8
BRAZIL	Tefe	1961-1990	260.3	237.7	275.1	287.2	271.6	176.1	129.4	101.7	148.7	168.8	192.2	215.5
BRAZIL	Manaus	1961-1990	260.1	288.3	313.5	300.1	256.3	113.6	87.5	57.9	83.3	125.7	183.0	216.9
BRAZIL	Itacoatiara	1961-1990	326.6	315.5	335.1	271.6	204.0	138.0	91.0	49.8	43.1	41.9	45.5	64.7
BRAZIL	Altamira	1961-1990	301.5	303.5	293.8	316.7	215.5	110.2	78.6	33.4	39.3	47.8	78.5	469.1
BRAZIL	Tucurui	1961-1990	343.9	411.4	437.8	409.7	226.3	101.6	53.5	30.1	30.4	73.1	105.4	204.4
BRAZIL	Ze Doca	1961-1990	275.6	313.8	332.4	293.5	205.0	89.2	52.1	30.8	23.5	52.1	50.2	117.2
BRAZIL	Sobral	1961-1990	101.6	129.1	231.2	218.5	149.5	59.0	24.8	5.1	1.7	6.2	8.8	24.9
BRAZIL	Fortaleza	1961-1990	129.6	215.6	338.6	348.1	226.1	160.1	91.4	31.2	22.8	15.6	13.4	49.8
BRAZIL	Fernando de Noronha	1961-1990	63.1	110.6	263.6	290.3	280.3	190.2	122.0	37.0	18.5	12.0	13.0	17.8
BRAZIL	Itaituba	1961-1990	206.4	292.2	276.1	231.8	188.8	109.6	67.3	92.4	74.8	82.6	128.1	199.7
BRAZIL	Caxias	1961-1990	241.6	274.3	340.8	273.4	137.4	32.2	14.3	16.0	13.0	26.7	51.8	135.8
BRAZIL	Guaramiranga	1961-1990	127.2	180.0	288.3	270.1	236.2	192.5	132.8	61.6	42.5	43.0	34.5	65.5
BRAZIL	Jaguaruana	1961-1990	29.6	123.4	231.2	181.3	115.2	55.1	45.7	54.8	47.8	3.3	1.2	17.5
BRAZIL	Maraba	1961-1990	294.0	357.0	386.9	298.8	89.3	34.4	20.6	22.4	56.1	119.2	152.9	250.0
BRAZIL	Imperatriz	1961-1990	226.5	227.7	279.0	197.3	55.0	16.2	6.4	10.2	37.7	85.5	123.3	198.7
BRAZIL	Grajau	1961-1990	177.7	219.2	259.4	183.3	59.7	14.2	16.6	14.0	26.9	69.0	107.9	139.7
BRAZIL	Barra do Corda	1961-1990	177.9	207.4	243.1	198.2	65.9	21.4	14.1	14.1	21.9	48.2	77.8	135.4
BRAZIL	Teresina	1961-1990	248.3	261.0	286.3	267.9	109.5	25.4	12.7	11.6	16.9	18.0	64.8	126.1
BRAZIL	Crateus	1961-1990	72.0	130.5	229.7	202.0	73.4	23.7	16.4	5.4	5.8	9.0	11.9	46.3
BRAZIL	Quixeramobim	1961-1990	77.8	99.9	176.4	195.7	138.0	75.0	45.9	10.9	4.9	2.1	7.3	24.6
BRAZIL	Morada Nova	1961-1990	78.7	112.8	214.5	186.7	115.7	70.6	33.8	11.6	9.5	4.4	5.0	29.0
BRAZIL	Apodi	1961-1990	47.9	101.4	208.1	180.4	112.3	142.7	55.2	9.3	11.1	11.2	9.9	30.9
BRAZIL	Mossoro	1961-1990	59.2	106.0	151.0	195.1	112.5	51.6	42.9	10.0	6.5	2.3	3.0	25.7
BRAZIL	Macau	1961-1990	31.7	66.9	136.7	169.4	100.7	36.5	29.2	7.9	5.1	1.0	3.4	11.2
BRAZIL	Ceara Mirim	1961-1990	53.9	109.4	187.8	204.5	172.2	173.3	160.0	80.5	48.8	18.7	17.5	34.5
BRAZIL	Sao Felix Xingu	1961-1990	290.7	321.7	310.3	260.0	101.6	43.9	17.5	56.7	99.4	164.2	170.4	230.4
BRAZIL	Floriano	1961-1990	178.9	179.9	188.6	146.4	33.6	8.5	20.3	1.1	39.8	64.1	91.2	150.3
BRAZIL	Taua	1961-1990	57.8	104.8	133.9	138.3	54.7	25.3	105.1	76.4	72.8	60.2	53.4	43.0
BRAZIL	Iguatu	1961-1990	145.2	170.2	248.2	214.5	101.9	385.7	248.0	115.0	213.0	267.7	113.9	55.7
BRAZIL	Sao Goncalo	1961-1990	120.0	183.7	248.6	178.2	72.5	48.8	23.3	21.6	14.1	20.3	23.0	49.2
BRAZIL	Florania	1961-1990	74.4	110.8	196.6	154.7	33.1	32.8	33.4	13.0	16.9	19.7	11.7	31.2
BRAZIL	Carolina	1961-1990	283.0	270.5	278.7	188.6	51.8	12.6	9.0	16.9	49.8	156.7	166.8	234.3
BRAZIL	Campos Sales	1961-1990	94.8	114.2	150.1	100.4	40.2	11.5	8.3	3.0	6.1	20.7	29.5	40.4
BRAZIL	Picos	1961-1990	127.0	137.3	181.1	114.3	25.9	8.7	6.9	1.0	7.4	22.8	60.6	119.4
BRAZIL	Barbalha	1961-1990	175.2	191.4	234.3	209.8	48.1	20.8	11.5	5.6	5.2	2.5	4.8	92.2
BRAZIL	Triunfo	1961-1990	134.9	172.7	228.1	221.8	154.9	125.8	120.6	38.9	30.5	23.6	29.1	91.4
BRAZIL	Monteiro	1961-1990	58.7	107.9	157.0	151.2	67.1	45.9	39.7	37.0	11.0	114.5	11.3	37.3
BRAZIL	Campina Grande	1961-1990	40.9	54.6	99.8	129.2	94.5	106.7	123.9	58.1	38.0	16.9	18.7	21.4
BRAZIL	Surubim	1961-1990	32.6	37.7	89.9	112.0	92.0	97.2	113.3	44.0	29.9	16.5	12.5	27.5
BRAZIL	Joao Pessoa	1961-1990	81.1	137.5	238.4	312.9	307.9	381.5	290.2	202.1	40.7	57.5	44.9	37.4
BRAZIL	Tarauaca	1961-1990	281.7	271.3	303.9	208.3	129.8	55.8	66.7	74.7	111.9	200.0	207.3	275.6
BRAZIL	Porto Velho	1961-1990	346.8	295.7	312.7	205.9	118.0	38.8	22.6	201.6	86.5	185.3	207.3	332.5
BRAZIL	Conceicao Araguaia	1961-1990	222.8	235.6	268.6	193.4	66.7	18.6	18.0	19.3	79.1	169.0	193.2	270.6
BRAZIL	Paulistana	1961-1990	95.4	116.9	148.9	58.4	12.3	2.0	1.9	0.1	4.7	15.7	44.6	96.4
BRAZIL	Cabrobo	1961-1990	78.3	87.3	140.6	117.4	32.9	18.6	11.6	12.0	3.5	3.6	4.4	7.2
BRAZIL	Floresta	1961-1990	98.0	87.2	157.4	99.1	27.1	17.6	16.7	6.5	12.6	10.9	24.0	65.7
BRAZIL	Arco Verde	1961-1990	41.5	70.4	121.7	115.8	74.4	74.9	75.4	37.8	20.1	14.0	26.5	21.7
BRAZIL	Garanhuns	1961-1990	45.0	57.5	99.8	115.4	104.3	122.2	132.7	73.7	47.4	32.5	18.0	21.9
BRAZIL	Recife	1961-1990	103.4	144.2	264.9	326.4	328.9	389.6	385.6	213.5	122.5	66.1	47.8	65.0
BRAZIL	Rio Branco	1961-1990	287.5	285.9	228.3	173.7	101.8	45.8	42.1	40.4	96.4	171.6	206.2	263.5
BRAZIL	Bom J. do Piaui	1961-1990	173.4	175.3	181.7	138.2	26.3	5.2	6.3	4.6	20.2	99.0	145.6	180.9
BRAZIL	Remanso	1961-1990	104.2	96.6	152.5	93.2	13.1	11.4	0.4	1.3	2.3	26.9	80.2	113.9
BRAZIL	Petrolina	1961-1990	72.2	90.3	147.9	81.7	28.5	10.1	13.1	4.3	6.2	21.3	50.3	83.9
BRAZIL	Paulo Afonso	1961-1990	61.3	54.8	92.9	81.3	55.0	61.3	52.8	25.4	18.1	15.3	17.8	46.8
BRAZIL	Palmeira dos Indios	1961-1990	32.0	65.2	77.9	108.1	151.5	141.7	134.6	62.4	49.0	19.7	8.0	19.5
BRAZIL	Maceio	1961-1990	74.8	111.0	191.0	312.6	340.7	298.3	325.1	179.0	148.4	72.7	51.9	62.1
BRAZIL	Cataguases	1961-1990	241.2	186.8	127.4	55.9	29.5	11.3	22.4	14.7	47.9	99.4	197.4	203.0
BRAZIL	Cel. Pacheco	1961-1990	310.6	194.8	190.9	82.0	47.0	26.7	21.2	21.7	69.3	120.9	207.3	289.0
BRAZIL	Porto Nacional	1961-1990	240.2	267.1	271.9	148.0	37.5	6.7	5.2	7.4	51.9	183.0	218.9	230.1
BRAZIL	Sta. Rita de Cassia	1961-1990	161.0	140.3	154.7	101.4	20.0	4.1	0.6	0.7	18.9	70.0	159.8	174.9
BRAZIL	Senhor do Bonfim	1961-1990	102.3	118.2	109.4	95.6	63.6	63.5	54.1	34.3	34.0	38.7	54.4	82.8
BRAZIL	Monte Santo	1961-1990	36.6	45.3	64.2	69.6	73.7	57.0	42.2	36.5	18.8	27.1	49.3	77.9
BRAZIL	Aracaju	1961-1990	58.4	77.7	149.1	242.2	272.7	215.6	206.7	101.2	95.0	72.0	46.9	57.3
BRAZIL	Barra	1961-1990	12.1	40.4	81.7	140.8	105.7	98.3	105.9	64.0	7.2	3.4	1.0	0.8
BRAZIL	Irece	1961-1990	109.8	91.0	101.2	53.0	11.7	6.1	3.2	2.7	13.2	39.4	90.1	132.0
BRAZIL	Morro do Chapeu	1961-1990	92.8	86.4	93.4	67.8	33.3	39.4	27.1	20.6	19.1	42.6	87.6	138.9
BRAZIL	Jacobina	1961-1990	98.9	82.4	120.0	91.3	48.3	53.5	41.3	39.8	31.2	31.8	86.2	116.4
BRAZIL	Serrinha	1961-1990	82.2	80.4	102.8	84.0	108.8	95.2	79.8	54.6	37.6	50.0	65.3	101.7
BRAZIL	Cipo	1961-1990	70.9	69.6	88.5	145.0	167.6	137.1	95.6	71.7	53.6	33.2	60.8	72.6
BRAZIL	Camacari	1961-1990	80.2	101.6	176.3	265.7	286.3	236.8	194.1	130.9	99.4	99.2	165.8	140.0
BRAZIL	Peixe	1961-1990	305.5	268.6	248.9	126.6	31.5	4.4	4.5	6.4	38.8	151.9	232.1	303.3
BRAZIL	Salvador	1961-1990	110.9	121.2	144.6	321.6	324.8	251.4	203.6	135.9	112.2	122.2	118.5	132.0
BRAZIL	Parana	1961-1990	242.1	215.1	186.0	100.5	15.3	1.9	0.1	2.7	24.3	116.1	204.2	221.2
BRAZIL	Taguatinga	1961-1990	304.9	244.5	237.7	141.6	22.1	5.1	2.3	3.3	29.7	145.2	241.6	287.5
BRAZIL	Barreiras	1961-1990	177.9	146.1	156.9	95.4	22.4	12.2	1.9	5.1	20.3	103.2	175.8	204.7
BRAZIL	Lencois	1961-1990	155.9	151.2	160.2	150.5	78.2	81.6	65.3	46.3	49.0	95.6	155.6	172.1
BRAZIL	Itaberaba	1961-1990	117.5	90.7	90.2	68.3	43.1	46.4	32.6	24.5	20.6	42.0	70.6	116.2
BRAZIL	Alagoinhas	1961-1990	62.3	74.3	118.3	152.0	174.9	143.2	116.9	82.4	59.8	63.3	87.1	99.6
BRAZIL	Cidade Vera	1961-1990	317.0	365.6	485.0	139.6	46.9	15.0	2.2	23.2	178.1	178.5	263.4	359.3
BRAZIL	Correntina	1961-1990	181.2	169.1	132.2	69.8	7.5	3.4	1.8	2.0	19.7	105.9	164.1	228.7
BRAZIL	Bom J. da Lapa	1961-1990	137.8	94.6	97.1	63.0	11.6	2.3	1.2	2.9	12.2	74.7	141.6	191.6
BRAZIL	Ituacu	1961-1990	84.4	143.5	92.5	91.2	53.9	23.9	15.8	6.1	8.9	23.5	85.4	81.5
BRAZIL	Itirucu	1961-1990	93.9	88.6	92.5	75.7	56.2	61.8	63.5	40.6	33.5	66.5	87.7	125.9
BRAZIL	Diamantino	1961-1990	268.1	235.5	203.4	137.8	55.5	9.5	6.9	27.3	72.2	151.1	204.5	248.0
BRAZIL	Posse	1961-1990	271.1	215.4	229.7	118.7	19.8	8.7	4.9	12.5	30.0	123.5	223.2	280.0
BRAZIL	Espinosa	1961-1990	140.6	94.8	86.6	40.6	10.0	4.5	1.9	1.5	12.4	63.1	117.5	176.3
BRAZIL	Caetite	1961-1990	155.6	88.4	96.7	67.4	16.6	15.1	10.5	6.0	12.0	77.0	165.0	180.5
BRAZIL	Vitoria da Conquista	1961-1990	108.8	64.5	87.4	58.4	19.4	20.7	17.9	18.0	30.0	56.5	124.5	127.8
BRAZIL	Ilheus	1961-1990	144.4	190.2	209.7	202.3	180.5	178.6	188.4	136.3	148.4	148.2	149.3	169.5
BRAZIL	Cuiaba	1961-1990	209.9	199.0	171.4	123.1	53.9	15.9	9.6	11.4	58.0	115.0	154.4	193.5
BRAZIL	Aragarcas	1961-1990	287.9	220.8	216.6	74.1	29.1	5.8	7.5	20.9	62.3	141.7	233.8	274.7
BRAZIL	Goias	1961-1990	356.5	268.8	237.3	105.4	40.7	3.7	4.3	10.8	38.2	158.9	248.1	312.9
BRAZIL	Pirenopolis	1961-1990	316.9	246.5	196.2	135.9	38.0	16.9	10.6	11.8	62.0	157.8	248.9	324.7
BRAZIL	Brasilia	1961-1990	241.4	214.7	188.9	123.8	39.3	8.8	11.8	12.8	51.9	172.1	238.0	248.6
BRAZIL	Formosa	1961-1990	273.7	213.6	183.8	107.6	28.8	3.7	5.8	9.3	35.2	143.2	186.7	293.9
BRAZIL	Monte Azul	1961-1990	162.1	118.3	94.9	51.1	8.9	2.0	6.5	1.5	13.1	64.4	128.6	176.8
BRAZIL	Pedra Azul	1961-1990	143.5	68.9	83.2	58.1	31.2	12.1	11.2	9.7	33.6	98.0	138.2	189.3
BRAZIL	Canavieiras	1961-1990	173.0	150.2	144.6	192.7	147.1	148.9	177.4	104.6	127.2	166.9	153.4	120.5
BRAZIL	Caceres	1961-1990	263.2	182.1	169.6	104.4	48.2	27.5	24.1	26.0	51.3	78.2	155.6	218.1
BRAZIL	Carinhanha	1961-1990	161.9	117.9	88.4	50.6	5.3	2.5	2.0	2.3	12.6	63.7	117.4	189.3
BRAZIL	Goiania	1961-1990	270.3	213.3	209.6	120.6	36.4	9.5	6.2	12.7	47.6	170.9	220.0	258.8
BRAZIL	Montes Claros	1961-1990	192.0	115.7	124.6	41.6	14.2	4.3	3.5	6.6	21.2	110.5	211.0	237.1
BRAZIL	Aracuai	1961-1990	139.1	83.8	101.7	39.4	10.6	3.0	5.9	4.9	19.4	105.9	166.6	160.9
BRAZIL	Guaratinga	1961-1990	174.1	142.9	97.3	96.2	84.7	62.6	73.5	55.0	83.7	108.4	140.9	128.0
BRAZIL	Rio Verde	1961-1990	272.2	198.3	212.0	117.0	45.3	12.5	13.9	26.7	56.5	162.9	287.7	303.5
BRAZIL	Paracatu	1961-1990	260.3	179.3	149.3	66.7	29.3	6.7	15.1	15.6	35.9	132.8	223.6	324.1
BRAZIL	Joao Pinheiro	1961-1990	272.4	193.2	159.1	68.2	20.9	5.2	10.2	7.2	34.4	159.4	230.8	280.5
BRAZIL	Itamarandiba	1961-1990	197.0	101.8	118.8	51.8	14.7	6.7	9.1	10.9	25.6	115.5	206.3	222.9
BRAZIL	Teofilo Otoni	1961-1990	167.8	98.0	98.1	65.4	30.1	19.7	28.5	25.2	35.8	125.1	180.5	185.7
BRAZIL	Caravelas	1961-1990	125.9	64.8	112.3	144.0	119.7	97.3	110.5	65.0	86.7	147.7	176.0	138.6
BRAZIL	Coxim	1961-1990	249.0	208.1	158.4	110.9	81.7	25.6	24.7	46.8	54.6	113.5	173.3	244.6
BRAZIL	Capinopolis	1961-1990	291.4	201.9	188.7	115.2	41.3	10.5	11.4	13.9	51.0	157.4	180.0	267.5
BRAZIL	Ipameri	1961-1990	296.7	183.9	155.1	84.5	37.3	9.2	11.1	19.4	45.1	112.6	183.2	309.9
BRAZIL	Catalao	1961-1990	272.3	217.5	172.0	79.7	31.0	10.0	10.3	14.1	41.3	150.8	212.2	283.5
BRAZIL	Patos de Minas	1961-1990	273.0	194.1	166.0	73.9	24.8	6.2	13.1	13.3	49.3	158.6	204.9	297.2
BRAZIL	Diamantina	1961-1990	307.0	121.5	166.9	78.8	30.9	7.7	8.1	16.7	47.8	133.0	222.0	264.3
BRAZIL	Gov. Valadares	1961-1990	203.9	109.0	118.3	69.0	27.9	18.6	12.0	16.1	36.5	102.6	202.1	197.8
BRAZIL	Sao Mateus	1961-1990	156.6	84.4	114.6	95.7	57.1	47.1	67.0	53.2	79.7	139.0	163.7	153.4
BRAZIL	Corumba	1961-1990	207.1	122.7	137.7	78.0	53.4	30.5	29.2	32.4	47.0	82.0	144.0	154.2
BRAZIL	Paranaiba	1961-1990	283.2	163.5	181.9	81.8	58.9	35.9	31.5	21.1	52.9	122.7	153.3	268.7
BRAZIL	Pompeu	1961-1990	267.2	145.2	122.6	57.2	33.4	12.2	14.5	14.5	34.7	106.5	173.4	248.9
BRAZIL	Uberaba	1961-1990	255.9	228.5	190.3	105.7	48.1	19.0	17.6	15.1	60.0	161.6	205.5	282.1
BRAZIL	Araxa	1961-1990	296.3	187.3	169.4	99.3	43.6	16.6	20.5	20.3	66.6	153.8	208.2	292.8
BRAZIL	Bambui	1961-1990	267.4	152.7	149.7	99.3	45.1	16.5	20.5	17.2	55.1	118.4	213.1	271.8
BRAZIL	Sete Lagoas	1961-1990	289.0	161.2	132.6	52.8	26.1	10.3	14.5	10.1	32.9	115.7	217.2	266.3
BRAZIL	Belo Horizonte	1961-1990	296.3	188.4	163.5	61.2	27.8	14.1	15.7	13.7	40.5	123.1	227.6	319.4
BRAZIL	C. Mato Dentro	1961-1990	281.1	174.3	173.0	88.5	34.6	15.3	11.9	18.0	44.4	147.3	257.0	275.9
BRAZIL	Caratinga	1961-1990	182.0	101.8	150.2	78.7	33.6	12.8	14.0	22.0	79.5	119.5	188.4	210.0
BRAZIL	Aimores	1961-1990	195.3	89.5	135.6	60.6	44.8	18.5	17.9	25.6	38.9	125.0	198.9	212.0
BRAZIL	Linhares	1961-1990	159.2	89.5	111.2	79.7	48.1	34.9	54.5	53.9	65.6	125.8	188.5	189.7
BRAZIL	Campo Grande	1961-1990	243.3	187.1	145.4	101.2	111.4	44.8	45.7	39.7	81.1	130.0	110.0	229.3
BRAZIL	Tres Lagoas	1961-1990	215.5	165.9	142.0	83.4	70.1	32.3	29.8	35.9	65.3	127.9	135.3	200.5
BRAZIL	Franca	1961-1990	297.1	227.7	180.4	79.5	57.4	26.7	21.9	23.4	71.7	160.6	201.2	275.8
BRAZIL	Ibirite	1961-1990	290.5	167.4	170.3	67.9	32.3	16.6	14.7	11.5	43.7	136.2	227.4	301.9
BRAZIL	Caparao	1961-1990	238.0	142.5	139.0	78.0	49.7	16.5	31.7	28.8	52.0	129.4	202.6	231.5
BRAZIL	Vicosa	1961-1990	196.9	148.8	120.6	49.9	30.2	19.1	23.7	18.6	53.5	110.4	204.8	244.9
BRAZIL	C. Itapemirim	1961-1990	139.7	82.5	92.9	93.9	55.6	23.6	41.2	39.9	52.4	102.8	171.6	166.6
BRAZIL	Vitoria	1961-1990	143.0	82.4	111.1	89.3	80.7	65.1	78.4	55.0	78.3	126.6	170.5	195.2
BRAZIL	Dourados	1961-1990	135.9	127.1	136.5	109.1	113.5	73.0	51.5	51.3	106.0	159.4	164.0	178.8
BRAZIL	Sao Simao	1961-1990	245.5	172.6	155.4	84.3	77.1	31.1	27.6	28.2	69.3	127.9	182.9	264.5
BRAZIL	Catanduva	1961-1990	246.6	205.9	165.4	67.9	53.2	22.9	22.7	27.0	57.2	113.8	133.7	221.9
BRAZIL	Machado	1961-1990	274.4	196.3	183.0	78.9	56.9	35.1	31.7	31.5	74.3	144.7	188.2	297.7
BRAZIL	Lavras	1961-1990	272.4	192.3	174.0	67.0	40.6	27.9	23.4	24.8	72.5	126.0	213.0	295.8
BRAZIL	Barbacena	1961-1990	263.9	187.0	141.7	66.7	38.8	23.8	20.9	23.0	63.9	124.5	220.0	261.9
BRAZIL	Juiz de Fora	1961-1990	299.8	217.4	198.3	107.1	65.4	34.2	27.5	16.5	49.9	112.4	191.0	327.1
BRAZIL	Itaperuna	1961-1990	188.4	96.9	103.6	90.5	44.6	23.9	30.8	29.8	56.2	109.4	195.2	206.9
BRAZIL	Ponta Pora	1961-1990	172.6	169.5	166.4	124.6	135.0	85.4	55.3	68.7	104.8	175.3	212.2	191.3
BRAZIL	Ivinhema	1961-1990	177.2	166.2	138.0	102.4	102.1	71.9	23.2	85.6	113.1	266.6	152.8	213.4
BRAZIL	Campos do Jordao	1961-1990	321.6	237.9	176.1	106.3	74.0	49.9	37.6	75.7	79.2	150.8	194.5	279.5
BRAZIL	Cordeiro	1961-1990	211.9	139.0	155.5	77.9	42.1	30.8	24.6	21.1	63.6	116.7	173.3	253.3
BRAZIL	CABO FRIO (CAPE)	1961-1990	78.1	44.1	52.8	78.3	69.1	43.9	44.7	36.1	61.0	80.7	81.0	101.1
BRAZIL	Sao Carlos	1961-1990	248.7	191.4	167.3	73.2	61.6	40.4	30.8	30.9	65.0	157.8	160.8	267.2
